SRS062714	SRR1804562
SRS062714	SRR1804882
SRS075765	SRR1031091
SRS075765	SRR1031404
SRS075765	SRR1031432
SRS075765	SRR1031433
SRS075765	SRR1031580
SRS075765	SRR1031635
SRS075765	SRR1031841
SRS075765	SRR1031943
SRS075771	SRR1031059
SRS075771	SRR1031293
SRS075771	SRR1031321
SRS075771	SRR1031408
SRS075771	SRR1031630
SRS075771	SRR1031665
SRS075771	SRR1031685
SRS075771	SRR1031890
SRS075870	SRR1031080
SRS075870	SRR1031275
SRS075870	SRR1031639
SRS075870	SRR1031671
SRS075870	SRR1031795
SRS075870	SRR1031796
SRS075870	SRR1031806
SRS075870	SRR1031865
SRS075876	SRR1031067
SRS075876	SRR1031090
SRS075876	SRR1031206
SRS075876	SRR1031398
SRS075876	SRR1031417
SRS075876	SRR1031616
SRS075876	SRR1031754
SRS075876	SRR1031904
SRS075987	SRR1031201
SRS075987	SRR1031216
SRS075987	SRR1031332
SRS075987	SRR1031379
SRS075987	SRR1031406
SRS075987	SRR1031646
SRS075987	SRR1031762
SRS075987	SRR1031951
SRS075993	SRR1031072
SRS075993	SRR1031167
SRS075993	SRR1031399
SRS075993	SRR1031692
SRS075993	SRR1031729
SRS075993	SRR1031748
SRS075993	SRR1031829
SRS075993	SRR1031906
SRS063823	SRR1804274
SRS063823	SRR1804569
SRS064466	SRR1804753
SRS063373	SRR1804457
SRS063373	SRR1804491
SRS064937	SRR1804081
SRS064197	SRR1804773
SRS064197	SRR1804812
SRS062418	SRR1804424
SRS065299	SRR1804077
SRS076764	SRR1031272
SRS076764	SRR1031520
SRS076764	SRR1031632
SRS076764	SRR1031644
SRS076764	SRR1031679
SRS076764	SRR1031730
SRS076764	SRR1031777
SRS076764	SRR1031825
SRS076770	SRR1031092
SRS076770	SRR1031118
SRS076770	SRR1031326
SRS076770	SRR1031664
SRS076770	SRR1031738
SRS076770	SRR1031797
SRS076770	SRR1031812
SRS076770	SRR1031843
SRS076868	SRR1031383
SRS076868	SRR1031483
SRS076868	SRR1031516
SRS076868	SRR1031653
SRS076868	SRR1031822
SRS076868	SRR1031879
SRS076868	SRR1031927
SRS076868	SRR1031930
SRS076874	SRR1031098
SRS076874	SRR1031177
SRS076874	SRR1031183
SRS076874	SRR1031254
SRS076874	SRR1031270
SRS076874	SRR1031286
SRS076874	SRR1031761
SRS076874	SRR1031934
SRS077239	SRR1031081
SRS077239	SRR1031117
SRS077239	SRR1031250
SRS077239	SRR1031285
SRS077239	SRR1031657
SRS077239	SRR1031741
SRS077239	SRR1031791
SRS077239	SRR1031802
SRS077245	SRR1031198
SRS077245	SRR1031213
SRS077245	SRR1031385
SRS077245	SRR1031480
SRS077245	SRR1031548
SRS077245	SRR1031732
SRS077245	SRR1031780
SRS077245	SRR1031876
SRS077384	SRR1031084
SRS077384	SRR1031446
SRS077384	SRR1031501
SRS077384	SRR1031519
SRS077384	SRR1031528
SRS077384	SRR1031652
SRS077384	SRR1031735
SRS077384	SRR1031830
SRS077390	SRR1031110
SRS077390	SRR1031136
SRS077390	SRR1031163
SRS077390	SRR1031389
SRS077390	SRR1031715
SRS077390	SRR1031828
SRS077390	SRR1031847
SRS077390	SRR1031929
SRS077441	SRR1031061
SRS077441	SRR1031266
SRS077441	SRR1031358
SRS077441	SRR1031533
SRS077441	SRR1031540
SRS077441	SRR1031834
SRS077441	SRR1031840
SRS077441	SRR1031886
SRS077447	SRR1031095
SRS077447	SRR1031215
SRS077447	SRR1031221
SRS077447	SRR1031289
SRS077447	SRR1031547
SRS077447	SRR1031814
SRS077447	SRR1031816
SRS077447	SRR1031891
SRS077633	SRR1031057
SRS077633	SRR1031058
SRS077633	SRR1031230
SRS077633	SRR1031281
SRS077633	SRR1031337
SRS077633	SRR1031576
SRS077633	SRR1031882
SRS077633	SRR1031932
SRS077639	SRR1031232
SRS077639	SRR1031479
SRS077639	SRR1031518
SRS077639	SRR1031758
SRS077639	SRR1031783
SRS077639	SRR1031801
SRS077639	SRR1031819
SRS077639	SRR1031870
SRS097912	SRR1031300
SRS097912	SRR1031325
SRS097912	SRR1031526
SRS097912	SRR1031660
SRS097912	SRR1031766
SRS097912	SRR1031778
SRS097912	SRR1031859
SRS097912	SRR1031885
SRS097918	SRR1031107
SRS097918	SRR1031248
SRS097918	SRR1031292
SRS097918	SRR1031565
SRS097918	SRR1031637
SRS097918	SRR1031793
SRS097918	SRR1031908
SRS097918	SRR1031931
SRS097966	SRR1031132
SRS097966	SRR1031223
SRS097966	SRR1031236
SRS097966	SRR1031570
SRS097966	SRR1031713
SRS097966	SRR1031750
SRS097966	SRR1031887
SRS097966	SRR1031945
SRS097972	SRR1031100
SRS097972	SRR1031218
SRS097972	SRR1031303
SRS097972	SRR1031393
SRS097972	SRR1031445
SRS097972	SRR1031586
SRS097972	SRR1031625
SRS097972	SRR1031826
SRS098045	SRR1174992
SRS098045	SRR1179030
SRS098045	SRR1179045
SRS098057	SRR1174999
SRS098057	SRR1179035
SRS098057	SRR1179047
SRS1054712	SRR2240288
SRS1054712	SRR2240293
SRS893260	SRR1952488
SRS893291	SRR1952523
SRS1054853	SRR2240574
SRS1054881	SRR2240575
SRS1054881	SRR2240725
SRS893283	SRR1952516
SRS893280	SRR1952512
SRS893318	SRR1952551
